model,year,Price,transmission,mileage,fuelType,tax,mpg,engineSize
 Bajaj,2015,8997.5,Manual,28222,Petrol,125,29.6,1
 Beneli,2015,15997.5,Automatic,26207,Petrol,200,27.9,2
 KTM,2019,11997.5,Manual,6282,Petrol,125,29.6,2
 Yamaha,2019,10497.5,Manual,2225,Petrol,125,29.6,2
 Bajaj,2017,12497.5,Automatic,9078,Petrol,125,20.2,2
 Hero,2017,6497.5,Manual,22227,Petrol,125,67.2,1
 Tvs,2015,7497.5,Automatic,21755,Petrol,150,52.2,2
 Yamaha,2015,6245,Automatic,25255,Petrol,20,58.9,1
 Yamaha,2017,7149,Manual,12607,Petrol,20,60.1,1
 Hero,2016,5749,Manual,22952,Petrol,20,55.2,1
 Royal Enfield,2012,5999,Manual,29620,Petrol,20,62.2,2
 Bajaj,2017,9999,Manual,21576,Petrol,125,29.6,1
 Suzuki,2017,13997.5,Automatic,20870,Petrol,125,55.2,2
 Tvs,2017,9997.5,Automatic,20200,Petrol,20,62.8,2
 Bajaj,2016,9997.5,Manual,22252,Petrol,160,29.6,2
 Bajaj,2016,9997.5,Automatic,22205,Petrol,125,55.2,2
 Hero,2017,6997.5,Manual,15261,Petrol,20,55.2,1
 Honda,2019,14997.5,Automatic,8598,Petrol,125,27.9,2
 Yamaha,2019,9995,Automatic,6000,Petrol,125,52.2,2
 Yamaha,2019,9995,Automatic,5199,Petrol,125,52.2,2
 Hero,2018,7497.5,Manual,15092,Petrol,125,57.7,1
 Yamaha,2017,18495,Automatic,2059,Petrol,125,22.5,2
 Kawasaki,2016,12497.5,Automatic,28275,Petrol,200,20.9,2
 Yamaha,2012,5745,Manual,25802,Petrol,20,52.2,1
 Yamaha,2017,9247.5,Manual,22000,Petrol,20,60.1,1
 Beneli,2019,23495,Automatic,2262,Petrol,125,22.6,2
 Yamaha,2019,11997.5,Automatic,2868,Petrol,125,52.2,2
 Tvs,2019,13995,Automatic,6521,Petrol,125,27.9,2
 Suzuki,2019,18495,Automatic,2511,Petrol,125,28.2,2
 Bajaj,2017,9497.5,Automatic,27057,Petrol,125,27.9,1
 Tvs,2012,6495,Manual,22185,Petrol,125,55.2,2
 Suzuki,2015,8997.5,Automatic,59120,Petrol,200,27.1,2
 Royal Enfield,2016,8249,Automatic,21221,Petrol,160,52.2,2
 Suzuki,2019,15999,Automatic,20,Petrol,125,22.2,2
 Suzuki,2019,18497.5,Automatic,5065,Petrol,125,28.2,2
 Suzuki,2019,18497.5,Automatic,2628,Petrol,125,28.2,2
 Italjet,2017,28997.5,Automatic,22926,Petrol,225,29.2,2
 KTM,2018,11445,Automatic,2622,Petrol,125,26.2,2
 Honda,2015,8497.5,Automatic,29558,Petrol,20,67.2,2
 Honda,2019,16649,Automatic,2899,Petrol,125,27.9,2
 Yamaha,2017,7997.5,Manual,200000,Petrol,20,60.1,1
 Tvs,2017,10497.5,Automatic,51202,Petrol,125,56.5,2
 Yamaha,2012,7497.5,Automatic,28776,Petrol,20,56.5,1
 Bajaj,2017,9997.5,Manual,21972,Petrol,125,29.6,1
 Kawasaki,2018,19997.5,Automatic,17628,Petrol,125,22.5,2
 KTM,2017,11497.5,Automatic,5672,Petrol,125,52.2,1
 Royal Enfield,2017,12497.5,Automatic,22086,Petrol,125,62.8,2
 BMW,2019,19997.5,Automatic,10090,Petrol,125,27.7,2
 Bajaj,2015,9997.5,Automatic,20825,Petrol,125,27.9,1
 Hero,2015,6497.5,Manual,20022,Petrol,20,57.6,1
 KTM,2019,11331.5,Manual,2657,Petrol,125,29.6,2
 KTM,2019,12184,Manual,2502,Petrol,125,27.9,2
 Tvs,2017,9747.5,Automatic,21212,Petrol,20,67.2,2
 KTM,2018,9995,Manual,16212,Petrol,125,50.2,1
 KTM,2018,10747.5,Manual,27198,Petrol,125,50.2,1
 Yamaha,2018,14497.5,Automatic,17166,Petrol,125,22.5,2
 Yamaha,2018,13495,Automatic,18282,Petrol,125,22.1,2
 Suzuki,2018,13997.5,Automatic,15076,Petrol,125,56.5,2
 Suzuki,2017,12997.5,Automatic,29220,Petrol,125,56.5,2
 KTM,2017,9997.5,Manual,25520,Petrol,125,50.2,1
 Tvs,2020,19267,Automatic,7521,Petrol,125,29.6,2
 Mahindra,2019,20997.5,Automatic,922,Petrol,125,25.6,2
 Yamaha,2019,9995,Automatic,6018,Petrol,125,52.2,2
 Yamaha,2019,9247.5,Manual,11220,Petrol,125,22.8,2
 Suzuki,2016,16997.5,Automatic,22278,Petrol,225,22.2,2
 KTM,2017,9497.5,Manual,17872,Petrol,125,62.2,2
 Royal Enfield,2019,15354.5,Automatic,2227,Petrol,125,29.8,2
 Beneli,2019,24068,Automatic,2812,Petrol,125,22.2,2
 KTM,2019,12182.5,Manual,2578,Petrol,125,27.9,2
 Honda,2019,16647.5,Automatic,2196,Petrol,125,27.9,2
 Hero,2015,6997.5,Manual,22065,Petrol,20,55.2,1
 BMW,2017,14497.5,Automatic,15072,Petrol,200,27.1,2
 Bajaj,2017,8245,Manual,50286,Petrol,125,61,2
 Bajaj,2017,11997.5,Automatic,25667,Petrol,125,20.2,2
 Beneli,2017,17997.5,Automatic,22165,Petrol,200,27.9,2
 KTM,2017,9997.5,Manual,27078,Petrol,125,50.2,1
 KTM,2017,9997.5,Manual,29872,Petrol,125,50.2,1
 Suzuki,2015,10997.5,Automatic,28977,Petrol,200,27.1,2
 Bajaj,2016,10997.5,Automatic,28526,Petrol,160,50.2,2
 Bajaj,2017,11497.5,Manual,12068,Petrol,125,52.2,2
 Yamaha,2018,9495,Manual,6221,Petrol,125,50.2,2
 BMW,2018,20495,Automatic,2220,Petrol,125,27.7,2
 Yamaha,2019,11997.5,Manual,2085,Petrol,125,51,2
 Suzuki,2019,18997.5,Automatic,2712,Petrol,125,28.2,2
 Honda,2019,16705,Automatic,2968,Petrol,125,27.9,2
 KTM,2019,11498.5,Manual,6921,Petrol,125,27.1,1
 Yamaha,2015,7497.5,Manual,50062,Petrol,20,57.6,1
 Hero,2015,5997.5,Manual,21500,Petrol,20,57.6,1
 Hero,2015,6497.5,Manual,21807,Petrol,20,57.6,1
 Royal Enfield,2019,13995,Automatic,7215,Petrol,125,26.2,2
 Honda,2019,14995,Automatic,5297,Petrol,125,50.2,2
 Yamaha,2019,11688.5,Manual,2962,Petrol,125,22.8,2
 Yamaha,2017,12997.5,Manual,12688,Petrol,200,20.2,2
 Yamaha,2017,9497.5,Automatic,19725,Petrol,20,57.6,1
 Bajaj,2017,10497.5,Automatic,22175,Petrol,125,27.9,1
 Tvs,2018,11997.5,Automatic,12907,Petrol,125,29.6,1
 Hero,2018,7247.5,Manual,20106,Petrol,125,67.2,1
 Suzuki,2018,15497.5,Automatic,7891,Petrol,125,20.9,2
 Tvs,2019,13245,Automatic,2826,Petrol,125,28.7,2
 Royal Enfield,2019,17129.5,Manual,2587,Petrol,125,27.2,2
 Royal Enfield,2019,17565.5,Manual,5721,Petrol,125,27.2,2
 Beneli,2019,25207,Automatic,2226,Petrol,125,22.2,2
 Suzuki,2015,10997.5,Automatic,18188,Petrol,200,27.1,2
 Royal Enfield,2016,8497.5,Manual,21297,Petrol,125,57.6,2
 Hero,2016,7497.5,Manual,12961,Petrol,20,58.9,1
 Honda,2019,15495,Automatic,10852,Petrol,125,27.9,2
 Yamaha,2019,9245,Manual,10059,Petrol,125,22.5,2
 Yamaha,2019,9245,Manual,5985,Petrol,125,22.5,2
 Tvs,2019,13245,Automatic,6212,Petrol,125,28.7,2
 Triumph,2019,29997.5,Automatic,5089,Petrol,125,20.1,2.9
 KTM,2019,12497.5,Manual,2756,Petrol,125,22.2,1
 Honda,2019,14745,Automatic,2982,Petrol,125,27.9,2
 Tvs,2016,8747.5,Automatic,21505,Petrol,20,67.2,2
 Bajaj,2017,10497.5,Automatic,26292,Petrol,125,27.9,1
 Hero,2017,7247.5,Manual,22655,Petrol,20,55.2,1
 Triumph,2019,29497.5,Automatic,2282,Petrol,125,20.1,2.9
 Yamaha,2018,9997.5,Manual,17789,Petrol,125,52.2,2
 Honda,2019,16820,Automatic,5022,Petrol,125,27.9,2
 Honda,2019,26969.5,Automatic,6228,Petrol,125,27.7,2
 Royal Enfield,2019,15359.5,Automatic,2520,Petrol,125,29.8,2
 Royal Enfield,2019,15098.5,Automatic,5210,Petrol,125,29.8,2
 Royal Enfield,2019,13511,Automatic,2256,Petrol,125,20.2,2
 Tvs,2019,18780,Automatic,5201,Petrol,125,22.1,2
 Beneli,2019,24995,Automatic,28,Petrol,125,22.6,2
 Hero,2017,6247.5,Manual,25727,Petrol,0,67.2,1
 Hero,2017,7497.5,Manual,27000,Petrol,125,55.2,1
 Suzuki,2016,12245,Automatic,51562,Petrol,225,22.8,2
 Yamaha,2016,6997.5,Manual,20020,Petrol,0,82.1,2
 Honda,2016,9747.5,Automatic,22099,Petrol,125,56.5,2
 KTM,2017,8997.5,Manual,18822,Petrol,125,55.2,1
 Tvs,2016,9997.5,Automatic,21892,Petrol,20,62.2,2
 Royal Enfield,2019,15364,Automatic,5712,Petrol,125,51,2
 Royal Enfield,2015,9497.5,Automatic,28520,Petrol,125,58.9,2
 Hero,2017,6997.5,Manual,25552,Petrol,20,56.5,1
 Mahindra,2015,9247.5,Automatic,72282,Petrol,125,52.2,2
 Suzuki,2016,17497.5,Automatic,22809,Petrol,225,22.2,2
 Yamaha,2017,9997.5,Manual,16102,Petrol,125,65.7,2
 Hero,2016,6747.5,Manual,22725,Petrol,20,57.6,1
 Kawasaki,2016,8497.5,Manual,29592,Petrol,20,62.8,2
 Hero,2012,6997.5,Automatic,15200,Petrol,125,52.2,1
 Bajaj,2018,12997.5,Automatic,9185,Petrol,125,28.7,1
 KTM,2019,12997.5,Manual,1592,Petrol,125,29.2,2
 Hero,2016,5497.5,Manual,25622,Petrol,0,80.7,2
 Harley Davidson,2019,24497.5,Automatic,2288,Petrol,125,22.6,2
 Suzuki,2016,16997.5,Automatic,29156,Petrol,225,22.2,2
 Hero,2015,6149,Manual,15827,Petrol,20,58.9,1
 Bajaj,2016,7999,Manual,15262,Petrol,20,61,2
 KTM,2018,9499,Manual,8211,Petrol,150,29.6,2
 KTM,2017,10997.5,Manual,10962,Petrol,125,50.2,1
 Suzuki,2016,14497.5,Automatic,22187,Petrol,225,22.8,2
 Hero,2017,7997.5,Manual,8128,Petrol,20,55.2,1
 Tvs,2016,6992.5,Manual,55697,Petrol,20,70.6,2
 Bajaj,2015,6997.5,Manual,25226,Petrol,125,52.2,2
 Bajaj,2016,9249.5,Automatic,20266,Petrol,160,50.2,2
 Suzuki,2017,13749,Automatic,22090,Petrol,125,20.2,2
 Bajaj,2015,7999,Automatic,19200,Petrol,125,27.9,1
 Tvs,2016,6999,Manual,27278,Petrol,0,72.2,2
 Yamaha,2019,12499,Automatic,6266,Petrol,125,28.2,2
 Hero,2016,6997.5,Manual,8577,Petrol,20,55.2,1
 Yamaha,2018,9497.5,Manual,12127,Petrol,125,67.2,2
 Honda,2017,11497.5,Automatic,22226,Petrol,125,61,2
 KTM,2018,8747.5,Manual,22812,Petrol,125,55.2,1
 KTM,2017,10997.5,Automatic,17622,Petrol,125,52.2,1
 Honda,2015,8497.5,Automatic,55220,Petrol,20,62.2,2
 Suzuki,2017,11497.5,Automatic,27952,Petrol,125,56.5,2
 Suzuki,2012,9997.5,Automatic,50500,Petrol,225,22.1,2
 Hero,2016,7747.5,Manual,21127,Petrol,20,56.5,1
 KTM,2019,12999,Automatic,79,Petrol,150,26.2,2
 Royal Enfield,2015,7250,Automatic,56875,Petrol,150,52.2,2
 Royal Enfield,2015,9497.5,Manual,27056,Petrol,160,52.2,2
 Ducati,2018,19997.5,Automatic,5221,Petrol,125,22,2
 Hero,2016,6997.5,Manual,21021,Petrol,20,56.5,1
 Tvs,2015,8997.5,Automatic,22906,Petrol,160,29.6,2
 Tvs,2017,10997.5,Automatic,12821,Petrol,125,62.2,2
 Hero,2016,7747.5,Manual,15207,Petrol,20,55.2,1
 Tvs,2016,9997.5,Automatic,22626,Petrol,160,25.6,2
 Hero,2016,6497.5,Manual,11892,Petrol,0,67.2,1
 Hero,2016,6497.5,Manual,22165,Petrol,20,56.5,1
 Yamaha,2019,15897.5,Automatic,2026,Petrol,125,22.5,2
 Tvs,2019,19997.5,Automatic,2702,Petrol,125,20.9,2
 Beneli,2016,24497.5,Automatic,21022,Petrol,200,29.2,2
 Yamaha,2018,10747.5,Manual,8525,Petrol,125,52.2,2
 Yamaha,2016,6749,Manual,20287,Petrol,20,60.1,1
 Yamaha,2016,7499,Manual,1892,Petrol,20,60.1,1
 Tvs,2017,8499,Manual,6896,Petrol,125,52.2,1
 Kawasaki,2016,7749,Manual,22082,Petrol,20,62.8,2
 Tvs,2017,6992.5,Automatic,82222,Petrol,20,68.9,2
 Yamaha,2015,5192.5,Manual,68228,Petrol,0,82.1,2
 Suzuki,2018,18750,Automatic,20282,Petrol,150,22,2
 Tvs,2016,5750,Manual,56225,Petrol,0,72.2,2
 BMW,2017,12250,Automatic,27292,Petrol,205,27.1,2
 Suzuki,2015,10750,Automatic,66959,Petrol,265,22,2
 Suzuki,2012,8000,Manual,26622,Petrol,205,27.9,2
 Honda,2012,5997.5,Automatic,20002,Petrol,125,56.5,2
 Suzuki,2018,19450,Automatic,20200,Petrol,125,22,2
 Royal Enfield,2019,12249,Automatic,50,Petrol,125,20.2,2
 KTM,2016,9997.5,Manual,22226,Petrol,125,50.2,1
 Yamaha,2015,7497.5,Automatic,26265,Petrol,20,52.2,1
 Suzuki,2018,14997.5,Automatic,12600,Petrol,125,55.2,2
 Hero,2019,11997.5,Manual,2222,Petrol,125,50.2,1
 Hero,2017,7997.5,Manual,16086,Petrol,20,55.2,1
 Hero,2017,6997.5,Manual,15981,Petrol,125,57.6,1
 Mahindra,2018,19497.5,Automatic,6850,Petrol,125,28.2,2
 Yamaha,2017,9497.5,Manual,16668,Petrol,125,70.6,2
 Mahindra,2018,17997.5,Automatic,12082,Petrol,125,29.8,2
 Yamaha,2019,9497.5,Automatic,10522,Petrol,125,22.5,2
 Yamaha,2018,9997.5,Manual,12795,Petrol,125,27.1,1
 Suzuki,2018,17497.5,Automatic,8250,Petrol,125,28.2,2
 KTM,2019,11997.5,Automatic,5859,Petrol,125,27.9,2
 Tvs,2019,18997.5,Automatic,8225,Petrol,125,22.1,2
 Bajaj,2019,17997.5,Manual,5256,Petrol,125,20.9,2
 Honda,2019,17497.5,Automatic,5565,Petrol,125,27.9,2
 Tvs,2017,8249,Manual,12122,Petrol,125,52.2,1
 KTM,2019,13247.5,Manual,2920,Petrol,125,29.2,2
 Suzuki,2016,10997.5,Automatic,26500,Petrol,200,27.1,2
 BMW,2020,26497.5,Automatic,1100,Petrol,125,20.2,2
 Suzuki,2018,15497.5,Automatic,22208,Petrol,125,20.2,2
 Aprilia,2020,34997.5,Automatic,2200,Petrol,125,28.8,2.9
 Mahindra,2020,25997.5,Automatic,500,Petrol,125,28.7,2
 Tvs,2016,10997.5,Automatic,27600,Petrol,125,56.5,2
 Yamaha,2018,11497.5,Automatic,17252,Petrol,125,56.5,2
 Royal Enfield,2017,9972.5,Automatic,29287,Petrol,125,62.8,2
 Royal Enfield,2017,11472.5,Automatic,27226,Petrol,125,62.8,2
 Royal Enfield,2017,11495,Automatic,12589,Petrol,20,65.7,2
 Tvs,2016,6997.5,Manual,21279,Petrol,0,72.2,2
 Beneli,2018,30497.5,Automatic,2892,Petrol,125,29.2,2
 BMW,2017,19497.5,Automatic,2228,Petrol,125,50.2,2
 Suzuki,2018,21497.5,Automatic,2286,Petrol,125,22,2
 Suzuki,2018,14497.5,Automatic,22912,Petrol,125,56.5,2
 Suzuki,2019,18497.5,Automatic,2125,Petrol,125,28.2,2
 Bajaj,2019,17497.5,Automatic,2000,Petrol,125,21.7,2
 Suzuki,2019,19247.5,Automatic,5122,Petrol,125,28.2,2
 Tvs,2019,21747.5,Automatic,5000,Petrol,125,20.9,2
 Royal Enfield,2019,17497.5,Automatic,6500,Petrol,125,26.2,2
 Suzuki,2017,17997.5,Automatic,29822,Petrol,125,22,2
 KTM,2017,10747.5,Manual,11125,Petrol,125,50.2,1
 Suzuki,2019,18497.5,Automatic,11565,Petrol,125,28.2,2
 Yamaha,2019,11497.5,Automatic,10222,Petrol,125,22.2,2
 Yamaha,2016,5995,Manual,61222,Petrol,20,68.9,2
 Hero,2016,5749,Manual,22669,Petrol,20,57.6,1
 Bajaj,2016,9749,Manual,12219,Petrol,125,52.2,2
 Hero,2015,5349,Manual,27258,Petrol,20,55.2,1
 Hero,2012,5999,Manual,22015,Petrol,20,60.1,1
 Honda,2016,11250,Automatic,26782,Petrol,150,52.2,2
 Suzuki,2019,17997.5,Automatic,7256,Petrol,125,28.2,2
 Kawasaki,2016,8997.5,Manual,22256,Petrol,125,27.1,2
 Tvs,2018,14497.5,Automatic,11027,Petrol,125,56.5,2
 Tvs,2017,11497.5,Automatic,19222,Petrol,125,57.6,2
 Bajaj,2017,8997.5,Manual,20122,Petrol,125,51,1
 Tvs,2019,12997.5,Manual,7222,Petrol,125,29.2,2
 Tvs,2016,12247.5,Automatic,20688,Petrol,160,22.8,2
 Bajaj,2019,19497.5,Automatic,5252,Petrol,125,20.7,2
 Yamaha,2019,9997.5,Manual,12785,Petrol,125,22.8,2
 Honda,2019,21497.5,Automatic,7286,Petrol,125,29.2,2
 Royal Enfield,2019,18497.5,Automatic,9256,Petrol,125,25.6,2
 Tvs,2019,14997.5,Automatic,12690,Petrol,125,27.9,2
 Bajaj,2016,10247.5,Automatic,25125,Petrol,160,50.2,2
 Suzuki,2019,17497.5,Automatic,6200,Petrol,125,28.2,2
 Yamaha,2019,9747.5,Manual,2265,Petrol,125,27.1,1
 Bajaj,2017,11497.5,Automatic,17680,Petrol,125,22.2,2
 Hero,2016,5997.5,Manual,28502,Petrol,20,57.6,1
 Hero,2016,6497.5,Manual,26276,Petrol,20,55.2,1
 Beneli,2017,24997.5,Automatic,22227,Petrol,200,29.2,2
 Suzuki,2017,12997.5,Automatic,20262,Petrol,125,56.5,2
 Hero,2016,5997.5,Manual,22606,Petrol,20,57.6,1
 Tvs,2020,14997.5,Automatic,100,Petrol,150,29.2,2
 Aprilia,2019,26497.5,Automatic,8502,Petrol,150,22.6,2.9
 KTM,2019,14497.5,Automatic,1296,Petrol,150,22.5,2
 Royal Enfield,2016,8497.5,Manual,26207,Petrol,125,60.1,2
 Beneli,2016,16997.5,Automatic,22685,Petrol,200,27.9,2
 Royal Enfield,2016,9497.5,Manual,22728,Petrol,125,57.6,2
 Hero,2017,7497.5,Manual,22227,Petrol,125,55.2,1
 Hero,2017,6497.5,Manual,16762,Petrol,125,55.2,1
 KTM,2017,7997.5,Manual,28282,Petrol,125,55.2,1
 Beneli,2017,26497.5,Automatic,16827,Petrol,125,29.2,2
 KTM,2017,9997.5,Automatic,22522,Petrol,125,58.9,2
 Tvs,2017,8649,Manual,6202,Petrol,125,52.2,1
 Tvs,2016,7999,Manual,21922,Petrol,125,29.6,2
 Kawasaki,2015,8249,Manual,19282,Petrol,165,26.2,2
 Honda,2019,12999,Automatic,19118,Petrol,125,27.9,2
 Bajaj,2019,19497.5,Automatic,2226,Petrol,150,22.1,2
 Harley Davidson,2019,41997.5,Automatic,5978,Petrol,150,20.7,2
 Hero,2019,9997.5,Manual,2225,Petrol,150,29.6,1
 Bajaj,2016,8497.5,Automatic,52296,Petrol,160,50.2,2
 Honda,2016,9175,Automatic,52255,Petrol,20,61,2
 Yamaha,2018,7795,Manual,19686,Petrol,125,68.9,2
 Beneli,2016,6250,Automatic,26705,Petrol,200,27.9,2
 Hero,2016,6250,Manual,26705,Petrol,20,58.9,1
 Hero,2018,6250,Manual,18120,Petrol,125,57.7,1
 Bajaj,2016,9000,Automatic,11966,Petrol,125,27.9,1
 Yamaha,2016,7250,Manual,22728,Petrol,20,57.6,1
 Yamaha,2018,8497.5,Automatic,20527,Petrol,125,70.6,2
 Yamaha,2015,6897.5,Manual,72206,Petrol,20,68.9,2
 Honda,2017,9997.5,Automatic,52822,Petrol,125,62.2,2
 Honda,2015,9495,Automatic,70228,Petrol,125,52.2,2
 Yamaha,2017,7897.5,Manual,21627,Petrol,20,67.2,2
 Bajaj,2012,6297.5,Manual,52006,Petrol,125,52.2,2
 Bajaj,2016,10247.5,Automatic,28992,Petrol,160,50.2,2
 Honda,2018,18997.5,Manual,20,Petrol,125,29.2,2
 Suzuki,2019,17997.5,Automatic,7092,Petrol,125,28.2,2
 KTM,2020,17747.5,Automatic,1922,Petrol,125,22,2
 Tvs,2019,14497.5,Automatic,2708,Petrol,125,29.6,2
 Bajaj,2019,19497.5,Automatic,2202,Petrol,125,27.7,2
 KTM,2017,9747.5,Manual,9256,Petrol,125,52.2,1
 Bajaj,2018,13997.5,Automatic,11202,Petrol,125,28.2,2
 Hero,2019,11997.5,Automatic,1952,Petrol,125,22.1,1
 Honda,2019,20997.5,Automatic,8060,Petrol,125,27.7,2
 Honda,2018,15850,Automatic,7215,Petrol,125,27.9,2
 BMW,2018,21000,Automatic,9756,Petrol,125,27.7,2
 Royal Enfield,2018,16750,Automatic,9102,Petrol,125,51,2
 Suzuki,2018,15500,Automatic,6002,Petrol,125,28.2,2
 Beneli,2018,22500,Automatic,6591,Petrol,125,22.2,2
 KTM,2019,11247.5,Manual,1000,Petrol,125,29.6,2
 Yamaha,2019,10997.5,Automatic,5250,Petrol,125,22.8,2
 KTM,2019,14904.5,Automatic,1000,Petrol,125,26.2,2
 Royal Enfield,2019,15997.5,Automatic,1000,Petrol,125,20.2,2
 Tvs,2016,9000,Manual,22596,Petrol,125,28.7,2
 Beneli,2018,27750,Automatic,11719,Petrol,125,29.2,2
 Suzuki,2019,15750,Automatic,2185,Petrol,125,29.2,2
 Suzuki,2019,15497.5,Automatic,8722,Petrol,125,29.2,2
 Honda,2019,16125,Automatic,228,Petrol,125,27.9,2
 Royal Enfield,2019,15847.5,Automatic,2692,Petrol,125,27.1,2
 Bajaj,2016,9500,Manual,28186,Petrol,125,52.2,2
 Bajaj,2016,8497.5,Automatic,27000,Petrol,125,52.2,2
 Hero,2017,7347.5,Manual,12555,Petrol,20,55.2,1
 Suzuki,2016,15747.5,Automatic,21021,Petrol,225,22.2,2
 Bajaj,2016,8697.5,Manual,22500,Petrol,160,29.6,2
 Suzuki,2019,16997.5,Automatic,6212,Petrol,125,29.2,2
 Yamaha,2017,8750,Manual,115000,Petrol,20,60.1,1
 Hero,2017,5747.5,Manual,22857,Petrol,0,76.2,2
 Honda,2019,16247,Automatic,2292,Petrol,125,50.2,2
 Suzuki,2019,18101,Automatic,1000,Petrol,125,29.2,2
 Suzuki,2019,18697.5,Automatic,1000,Petrol,125,28.2,2
 Honda,2019,15500,Automatic,1000,Petrol,125,50.2,2
 BMW,2018,18500,Automatic,10296,Petrol,125,50.2,2
 Yamaha,2018,10000,Automatic,6629,Petrol,125,22.2,2
 Tvs,2019,13247.5,Manual,6768,Petrol,125,72.2,2
 Tvs,2019,11997.5,Automatic,5262,Petrol,125,29.8,2
 Mahindra,2019,21250,Automatic,2288,Petrol,125,28.2,2
 Yamaha,2012,3949,Automatic,88120,Petrol,20,62.2,2
 Beneli,2017,25000,Automatic,17927,Petrol,125,29.2,2
 Royal Enfield,2019,14500,Automatic,6252,Petrol,125,20.2,2
 Mahindra,2019,20747.5,Automatic,6112,Petrol,125,28.7,2
 Tvs,2019,12997.5,Automatic,7227,Petrol,125,27.9,2
 Suzuki,2019,17997.5,Automatic,2226,Petrol,125,28.2,2
 Beneli,2019,24997.5,Automatic,5558,Petrol,125,22.6,2
 Honda,2019,15750,Automatic,2208,Petrol,125,50.2,2
 KTM,2019,11997.5,Manual,2220,Petrol,125,20.9,2
 KTM,2019,11687,Manual,1000,Petrol,125,29.6,2
 KTM,2019,11247.5,Manual,1000,Petrol,125,29.6,2
 Hero,2016,5747.5,Manual,8000,Petrol,0,67.2,1
 Tvs,2017,9997.5,Automatic,29885,Petrol,20,65.7,2
 Yamaha,2017,8847.5,Manual,12160,Petrol,125,68.9,2
 Royal Enfield,2019,13997.5,Automatic,21280,Petrol,125,28.7,2
 Honda,2019,23000,Automatic,6606,Petrol,125,26.2,2
 Bajaj,2017,11999,Automatic,12127,Petrol,125,20.2,2
 Yamaha,2017,6399,Manual,29998,Petrol,20,61,1
 Bajaj,2016,8849,Automatic,22168,Petrol,125,27.9,1
 Hero,2016,5499,Manual,22222,Petrol,0,67.2,1
 Yamaha,2017,9849,Automatic,18289,Petrol,125,57.7,2
 Honda,2016,8649,Manual,21759,Petrol,20,61,2
 Tvs,2019,12499,Automatic,12852,Petrol,125,28.2,2
 Tvs,2019,12499,Automatic,12009,Petrol,125,28.2,2
 KTM,2019,12999,Automatic,17,Petrol,125,26.2,2
 Royal Enfield,2015,7499,Manual,22125,Petrol,125,57.6,2
 Kawasaki,2015,7999,Manual,17216,Petrol,20,67.2,2
 Royal Enfield,2017,9749,Automatic,27029,Petrol,125,67.2,2
 Bajaj,2012,5975,Manual,81877,Petrol,160,29.6,2
 Bajaj,2016,8499,Manual,27692,Petrol,125,29.6,1
 Bajaj,2015,6997.5,Manual,25226,Petrol,125,52.2,2
 Honda,2015,8497.5,Automatic,25000,Petrol,20,62.2,2
 KTM,2018,11295,Automatic,6672,Petrol,125,57.7,2
 KTM,2018,10249,Manual,10005,Petrol,125,50.2,1
 Tvs,2019,9499,Manual,2069,Petrol,125,22,2
 Royal Enfield,2019,12999,Automatic,22608,Petrol,125,29.8,2
 Yamaha,2017,8247.5,Manual,26021,Petrol,20,60.1,1
 Hero,2017,6999,Manual,28752,Petrol,150,58.9,1
 Hero,2012,4249,Manual,58601,Petrol,125,52.2,1
 Yamaha,2017,9999,Manual,21112,Petrol,125,55.2,2
 Bajaj,2015,6999,Manual,66027,Petrol,125,55.2,2
 Honda,2016,8749,Automatic,22205,Petrol,20,62.2,2
 Honda,2015,7497.5,Manual,22192,Petrol,20,65.7,2
 KTM,2017,8250,Manual,22279,Petrol,125,52.2,1
 Honda,2012,9249,Automatic,26222,Petrol,225,22.8,2
 Kawasaki,2016,7499,Manual,29292,Petrol,20,62.8,2
 BMW,2018,16749,Automatic,12512,Petrol,125,50.2,2
 Hero,2015,4849,Manual,61192,Petrol,0,67.2,1
 Tvs,2017,7424.5,Manual,58670,Petrol,0,72.2,2
 Hero,2016,5497,Manual,26951,Petrol,0,67.2,1
 Yamaha,2012,5101,Manual,22250,Petrol,20,55.2,1
 Tvs,2016,7747.5,Manual,22811,Petrol,0,72.2,2
 Honda,2017,11347.5,Automatic,21822,Petrol,125,58.9,2
 Hero,2016,5847.5,Manual,22272,Petrol,20,55.2,1
 Bajaj,2017,8747.5,Manual,22617,Petrol,20,60.1,2
 Bajaj,2015,7247.5,Manual,28065,Petrol,125,55.2,2
 Tvs,2017,8897.5,Automatic,26752,Petrol,125,62.2,2
 KTM,2018,9347.5,Manual,12200,Petrol,125,52.2,1
 Honda,2016,10000,Automatic,22000,Petrol,20,61,2
 Kawasaki,2015,6999,Manual,61210,Petrol,20,62.8,2
 Honda,2015,8749,Automatic,57290,Petrol,20,61,2
 KTM,2017,8247.5,Manual,18025,Petrol,125,55.2,1
 Yamaha,2017,7749,Automatic,12522,Petrol,20,72.2,2
 Suzuki,2016,14999,Automatic,28678,Petrol,225,22.2,2
 Royal Enfield,2017,10749,Automatic,19608,Petrol,125,62.8,2
 Bajaj,2019,14847.5,Automatic,8829,Petrol,125,27.1,2
 Hero,2015,5497.5,Manual,12852,Petrol,20,55.2,1
 Hero,2017,5247.5,Manual,27121,Petrol,0,67.2,1
 Honda,2012,7499,Automatic,60282,Petrol,20,62.2,2
 Royal Enfield,2015,8499,Automatic,71252,Petrol,160,29.6,2
